FILIAL,DATA,DEBITO,CREDITO,VALOR,HISTORICO
,06/03/2022,10221,10164,91.16,"10.01,NFC-E 000039840"
,07/03/2022,10221,10164,463.58,"10.01,NFC-E 000039859"
,06/03/2022,10221,10164,157.18,"10.01,NFC-E 000039845"
,06/03/2022,10221,10164,617.65,"10.01,NFC-E 000047159"
,07/03/2022,10221,10164,147.04,"10.01,NFC-E 000039854"
,07/03/2022,10221,10164,165.84,"10.01,NFC-E 000039856"
,07/03/2022,10221,10164,118.88,"10.01,NFC-E 000039857"
,07/03/2022,10221,10164,149.06,"10.01,NFC-E 000039860"
,07/03/2022,10221,10164,5.0,"10.01,NFC-E 000039862"
,07/03/2022,10221,10164,470.7,"10.01,NFC-E 000047163"
,07/03/2022,10221,10164,58.9,"10.01,NFC-E 000047167"
,08/03/2022,10221,10164,123.45,"10.01,NFC-E 000039885"
,07/03/2022,10221,10164,101.4,"10.01,NFC-E 000047166"
,07/03/2022,10221,10164,123.45,"10.01,NFC-E 000047170"
,07/03/2022,10221,10164,310.52,"10.01,NFC-E 000047174"
,07/03/2022,10221,10164,214.86,"10.01,NFC-E 000047176"
,07/03/2022,10221,10164,149.0,"10.01,NFC-E 000047177"
,07/03/2022,10221,10164,1571.5,"10.01,NFC-E 000047185"
,07/03/2022,10221,10164,269.23,"10.01,NFC-E 000047181"
,08/03/2022,10221,10164,286.95,"10.01,NFC-E 000039877"
,08/03/2022,10221,10164,116.19,"10.01,NFC-E 000047194"
,08/03/2022,10221,10164,235.3,"10.01,NFC-E 000047196"
,08/03/2022,10221,10164,211.92,"10.01,NFC-E 000039882"
,08/03/2022,10221,10164,161.4,"10.01,NFC-E 000007452"
,08/03/2022,10221,10164,184.89,"10.01,NFC-E 000039884"
,08/03/2022,10221,10164,91.16,"10.01,NFC-E 000047198"
,08/03/2022,10221,10164,399.0,"10.01,NFC-E 000047200"
,08/03/2022,10221,10164,262.62,"10.01,NFC-E 000047202"
,08/03/2022,10221,10164,208.05,"10.01,NFC-E 000047203"
,08/03/2022,10221,10164,123.45,"10.01,NFC-E 000047205"
,08/03/2022,10221,10164,399.08,"10.01,NFC-E 000007456"
,08/03/2022,10221,10164,294.96,"10.01,NFC-E 000047208"
,09/03/2022,10221,10164,109.26,"10.01,NFC-E 000007465"
,09/03/2022,10221,10164,199.76,"10.01,NFC-E 000007466"
,09/03/2022,10221,10164,2839.8,"10.01,NFC-E 000039891"
,09/03/2022,10221,10164,149.0,"10.01,NFC-E 000007468"
,09/03/2022,10221,10164,426.62,"10.01,NFC-E 000047224"
,09/03/2022,10221,10164,99.79,"10.01,NFC-E 000047223"
,10/03/2022,10221,10164,799.01,"10.01,NFC-E 000039915"
,09/03/2022,10221,10164,214.86,"10.01,NFC-E 000007469"
,09/03/2022,10221,10164,311.68,"10.01,NFC-E 000007470"
,09/03/2022,10221,10164,209.07,"10.01,NFC-E 000007471"
,09/03/2022,10221,10164,217.76,"10.01,NFC-E 000047225"
,09/03/2022,10221,10164,214.86,"10.01,NFC-E 000007473"
,09/03/2022,10221,10164,2867.7,"10.01,NFC-E 000039895"
,09/03/2022,10221,10164,217.76,"10.01,NFC-E 000039905"
,10/03/2022,10221,10164,91.86,"10.01,NFC-E 000039918"
,09/03/2022,10221,10164,134.1,"10.01,NFC-E 000039910"
,10/03/2022,10221,10164,220.7,"10.01,NFC-E 000039911"
,10/03/2022,10221,10164,269.0,"10.01,NFC-E 000039917"
,10/03/2022,10221,10164,347.7,"10.01,NFC-E 000007478"
,10/03/2022,10221,10164,109.0,"10.01,NFC-E 000039920"
,10/03/2022,10221,10164,50.0,"10.01,NFC-E 000039922"
,10/03/2022,10221,10164,145.0,"10.01,NFC-E 000007480"
,10/03/2022,10221,10164,217.76,"10.01,NFC-E 000039924"
,10/03/2022,10221,10164,123.45,"10.01,NFC-E 000047232"
,10/03/2022,10221,10164,279.0,"10.01,NFC-E 000047229"
,10/03/2022,10221,10164,399.0,"10.01,NFC-E 000039926"
,10/03/2022,10221,10164,110.52,"10.01,NFC-E 000007482"
,10/03/2022,10221,10164,151.08,"10.01,NFC-E 000039928"
,10/03/2022,10221,10164,221.8,"10.01,NFC-E 000039929"
,10/03/2022,10221,10164,801.8,"10.01,NFC-E 000039932"
,10/03/2022,10221,10164,249.04,"10.01,NFC-E 000039935"
,10/03/2022,10221,10164,221.04,"10.01,NFC-E 000007493"
,10/03/2022,10221,10164,110.52,"10.01,NFC-E 000007495"
,11/03/2022,10221,10164,1531.3,"10.01,NFC-E 000007496"
,11/03/2022,10221,10164,702.16,"10.01,NFC-E 000039936"
,11/03/2022,10221,10164,96.9,"10.01,NFC-E 000039937"
,11/03/2022,10221,10164,1857.9,"10.01,NFC-E 000047235"
,11/03/2022,10221,10164,137.88,"10.01,NFC-E 000047241"
,11/03/2022,10221,10164,799.0,"10.01,NFC-E 000007501"
,11/03/2022,10221,10164,126.93,"10.01,NFC-E 000039959"
,11/03/2022,10221,10164,187.4,"10.01,NFC-E 000039938"
,11/03/2022,10221,10164,138.78,"10.01,NFC-E 000039941"
,11/03/2022,10221,10164,174.06,"10.01,NFC-E 000047236"
,11/03/2022,10221,10164,196.47,"10.01,NFC-E 000007499"
,11/03/2022,10221,10164,137.88,"10.01,NFC-E 000039947"
,11/03/2022,10221,10164,116.05,"10.01,NFC-E 000047244"
,11/03/2022,10221,10164,134.1,"10.01,NFC-E 000007503"
,11/03/2022,10221,10164,276.81,"10.01,NFC-E 000039958"
,12/03/2022,10221,10164,219.36,"10.01,NFC-E 000007511"
,12/03/2022,10221,10164,349.05,"10.01,NFC-E 000047272"
,12/03/2022,10221,10164,126.93,"10.01,NFC-E 000047260"
,12/03/2022,10221,10164,135.98,"10.01,NFC-E 000007512"
,12/03/2022,10221,10164,189.9,"10.01,NFC-E 000039967"
,12/03/2022,10221,10164,569.7,"10.01,NFC-E 000007534"
,13/03/2022,10221,10164,738.2,"10.01,NFC-E 000039982"
,12/03/2022,10221,10164,148.4,"10.01,NFC-E 000047265"
,12/03/2022,10221,10164,123.45,"10.01,NFC-E 000039972"
,12/03/2022,10221,10164,331.62,"10.01,NFC-E 000039973"
,12/03/2022,10221,10164,159.2,"10.01,NFC-E 000039974"
,12/03/2022,10221,10164,221.2,"10.01,NFC-E 000007520"
,12/03/2022,10221,10164,123.45,"10.01,NFC-E 000007521"
,12/03/2022,10221,10164,201.99,"10.01,NFC-E 000007525"
,12/03/2022,10221,10164,201.99,"10.01,NFC-E 000007526"
,12/03/2022,10221,10164,207.45,"10.01,NFC-E 000007529"
,12/03/2022,10221,10164,201.99,"10.01,NFC-E 000047276"
,13/03/2022,10221,10164,922.8,"10.01,NFC-E 000047286"
,13/03/2022,10221,10164,50.0,"10.01,NFC-E 000047288"
,13/03/2022,10221,10164,899.0,"10.01,NFC-E 000039977"
,13/03/2022,10221,10164,201.99,"10.01,NFC-E 000039978"
,13/03/2022,10221,10164,555.24,"10.01,NFC-E 000039986"
,13/03/2022,10221,10164,799.01,"10.01,NFC-E 000047289"
,13/03/2022,10221,10164,199.22,"10.01,NFC-E 000047290"
,13/03/2022,10221,10164,1299.0,"10.01,NFC-E 000047292"
,13/03/2022,10221,10164,539.0,"10.01,NFC-E 000047293"
,13/03/2022,10221,10164,1006.47,"10.01,NFC-E 000047296"
,13/03/2022,10221,10164,152.04,"10.01,NFC-E 000039994"
,14/03/2022,10221,10164,210.18,"10.01,NFC-E 000039998"
,14/03/2022,10221,10164,89.9,"10.01,NFC-E 000039996"
,14/03/2022,10221,10164,163.44,"10.01,NFC-E 000047308"
,14/03/2022,10221,10164,199.22,"10.01,NFC-E 000047311"
,14/03/2022,10221,10164,1350.31,"10.01,NFC-E 000047312"
,14/03/2022,10221,10164,204.72,"10.01,NFC-E 000047315"
,14/03/2022,10221,10164,4561.95,"10.01,NFC-E 000047316"
,15/03/2022,10221,10164,211.52,"10.01,NFC-E 000040034"
,14/03/2022,10221,10164,261.9,"10.01,NFC-E 000047317"
,14/03/2022,10221,10164,207.45,"10.01,NFC-E 000040001"
,14/03/2022,10221,10164,90.59,"10.01,NFC-E 000040002"
,14/03/2022,10221,10164,201.99,"10.01,NFC-E 000047323"
,14/03/2022,10221,10164,1279.0,"10.01,NFC-E 000040004"
,14/03/2022,10221,10164,576.6,"10.01,NFC-E 000047326"
,14/03/2022,10221,10164,75.0,"10.01,NFC-E 000040010"
,14/03/2022,10221,10164,779.0,"10.01,NFC-E 000040012"
,14/03/2022,10221,10164,130.8,"10.01,NFC-E 000040015"
,15/03/2022,10221,10164,1346.1,"10.01,NFC-E 000047347"
,15/03/2022,10221,10164,125.18,"10.01,NFC-E 000040041"
,15/03/2022,10221,10164,299.0,"10.01,NFC-E 000040044"
,15/03/2022,10221,10164,102.48,"10.01,NFC-E 000040047"
,15/03/2022,10221,10164,132.64,"10.01,NFC-E 000047354"
,16/03/2022,10221,10164,514.0,"10.01,NFC-E 000040053"
,15/03/2022,10221,10164,116.49,"10.01,NFC-E 000047339"
,15/03/2022,10221,10164,89.9,"10.01,NFC-E 000047340"
,15/03/2022,10221,10164,217.14,"10.01,NFC-E 000047345"
,15/03/2022,10221,10164,423.04,"10.01,NFC-E 000047350"
,16/03/2022,10221,10164,498.5,"10.01,NFC-E 000047361"
,16/03/2022,10221,10164,1299.01,"10.01,NFC-E 000047379"
,16/03/2022,10221,10164,142.41,"10.01,NFC-E 000047381"
,16/03/2022,10221,10164,296.8,"10.01,NFC-E 000007539"
,16/03/2022,10221,10164,205.84,"10.01,NFC-E 000040060"
,16/03/2022,10221,10164,114.9,"10.01,NFC-E 000040061"
,16/03/2022,10221,10164,269.23,"10.01,NFC-E 000047363"
,16/03/2022,10221,10164,5.0,"10.01,NFC-E 000047365"
,16/03/2022,10221,10164,132.64,"10.01,NFC-E 000047367"
,16/03/2022,10221,10164,203.0,"10.01,NFC-E 000007541"
,16/03/2022,10221,10164,779.76,"10.01,NFC-E 000047378"
,17/03/2022,10221,10164,171.0,"10.01,NFC-E 000047382"
,17/03/2022,10221,10164,96.22,"10.01,NFC-E 000040065"
,17/03/2022,10221,10164,1904.76,"10.01,NFC-E 000040066"
,17/03/2022,10221,10164,1650.0,"10.01,NFC-E 000047389"
,18/03/2022,10221,10164,1475.28,"10.01,NFC-E 000047400"
,18/03/2022,10221,10164,1603.9,"10.01,NFC-E 000047405"
,18/03/2022,10221,10164,726.61,"10.01,NFC-E 000007559"
,17/03/2022,10221,10164,699.01,"10.01,NFC-E 000040083"
,17/03/2022,10221,10164,588.35,"10.01,NFC-E 000047398"
,18/03/2022,10221,10164,149.0,"10.01,NFC-E 000047407"
,18/03/2022,10221,10164,300.18,"10.01,NFC-E 000007560"
,18/03/2022,10221,10164,1069.7,"10.01,NFC-E 000007561"
,18/03/2022,10221,10164,247.78,"10.01,NFC-E 000047411"
,18/03/2022,10221,10164,2434.6,"10.01,NFC-E 000047414"
,18/03/2022,10221,10164,58.9,"10.01,NFC-E 000040098"
,18/03/2022,10221,10164,269.23,"10.01,NFC-E 000007583"
,18/03/2022,10221,10164,199.01,"10.01,NFC-E 000007577"
,18/03/2022,10221,10164,598.0,"10.01,NFC-E 000007576"
,18/03/2022,10221,10164,121.2,"10.01,NFC-E 000040101"
,18/03/2022,10221,10164,209.1,"10.01,NFC-E 000040102"
,18/03/2022,10221,10164,222.9,"10.01,NFC-E 000007587"
,18/03/2022,10221,10164,90.59,"10.01,NFC-E 000007589"
,18/03/2022,10221,10164,211.8,"10.01,NFC-E 000007591"
,18/03/2022,10221,10164,284.3,"10.01,NFC-E 000007593"
,18/03/2022,10221,10164,211.8,"10.01,NFC-E 000040104"
,18/03/2022,10221,10164,737.4,"10.01,NFC-E 000007594"
,19/03/2022,10221,10164,344.4,"10.01,NFC-E 000040107"
,19/03/2022,10221,10164,399.0,"10.01,NFC-E 000040116"
,19/03/2022,10221,10164,5.0,"10.01,NFC-E 000047417"
,19/03/2022,10221,10164,132.06,"10.01,NFC-E 000047419"
,19/03/2022,10221,10164,79.04,"10.01,NFC-E 000040109"
,19/03/2022,10221,10164,117.23,"10.01,NFC-E 000040111"
,19/03/2022,10221,10164,184.89,"10.01,NFC-E 000007601"
,19/03/2022,10221,10164,248.0,"10.01,NFC-E 000040112"
,19/03/2022,10221,10164,399.0,"10.01,NFC-E 000040113"
,19/03/2022,10221,10164,222.9,"10.01,NFC-E 000047433"
,19/03/2022,10221,10164,44.4,"10.01,NFC-E 000007605"
,19/03/2022,10221,10164,529.68,"10.01,NFC-E 000047429"
,19/03/2022,10221,10164,125.18,"10.01,NFC-E 000047431"
,19/03/2022,10221,10164,125.18,"10.01,NFC-E 000040120"
,19/03/2022,10221,10164,209.1,"10.01,NFC-E 000047436"
,19/03/2022,10221,10164,123.45,"10.01,NFC-E 000040126"
,19/03/2022,10221,10164,209.1,"10.01,NFC-E 000047442"
,19/03/2022,10221,10164,209.1,"10.01,NFC-E 000040132"
,19/03/2022,10221,10164,89.9,"10.01,NFC-E 000040133"
,20/03/2022,10221,10164,269.23,"10.01,NFC-E 000047451"
,20/03/2022,10221,10164,97.56,"10.01,NFC-E 000047454"
,20/03/2022,10221,10164,899.0,"10.01,NFC-E 000040141"
,20/03/2022,10221,10164,79.0,"10.01,NFC-E 000040144"
,20/03/2022,10221,10164,1520.4,"10.01,NFC-E 000040142"
,20/03/2022,10221,10164,200.78,"10.01,NFC-E 000040143"
,20/03/2022,10221,10164,142.55,"10.01,NFC-E 000040145"
,20/03/2022,10221,10164,123.45,"10.01,NFC-E 000047460"
,20/03/2022,10221,10164,206.32,"10.01,NFC-E 000040149"
,20/03/2022,10221,10164,279.0,"10.01,NFC-E 000040156"
,20/03/2022,10221,10164,116.72,"10.01,NFC-E 000040158"
,21/03/2022,10221,10164,199.01,"10.01,NFC-E 000047474"
,21/03/2022,10221,10164,118.08,"10.01,NFC-E 000040176"
,20/03/2022,10221,10164,799.01,"10.01,NFC-E 000040160"
,20/03/2022,10221,10164,663.64,"10.01,NFC-E 000040162"
,20/03/2022,10221,10164,479.9,"10.01,NFC-E 000040161"
,20/03/2022,10221,10164,259.64,"10.01,NFC-E 000040165"
,20/03/2022,10221,10164,200.78,"10.01,NFC-E 000047465"
,21/03/2022,10221,10164,557.17,"10.01,NFC-E 000047470"
,21/03/2022,10221,10164,44.4,"10.01,NFC-E 000040166"
,21/03/2022,10221,10164,899.0,"10.01,NFC-E 000040167"
,21/03/2022,10221,10164,157.0,"10.01,NFC-E 000047473"
,21/03/2022,10221,10164,144.4,"10.01,NFC-E 000040173"
,21/03/2022,10221,10164,176.8,"10.01,NFC-E 000040174"
,21/03/2022,10221,10164,163.8,"10.01,NFC-E 000047475"
,21/03/2022,10221,10164,132.63,"10.01,NFC-E 000040195"
,21/03/2022,10221,10164,273.0,"10.01,NFC-E 000047478"
,21/03/2022,10221,10164,112.98,"10.01,NFC-E 000047477"
,21/03/2022,10221,10164,111.44,"10.01,NFC-E 000047479"
,21/03/2022,10221,10164,609.42,"10.01,NFC-E 000040188"
,21/03/2022,10221,10164,156.48,"10.01,NFC-E 000040189"
,21/03/2022,10221,10164,200.78,"10.01,NFC-E 000040190"
,21/03/2022,10221,10164,1425.95,"10.01,NFC-E 000040191"
,22/03/2022,10221,10164,123.45,"10.01,NFC-E 000007617"
,22/03/2022,10221,10164,477.7,"10.01,NFC-E 000047483"
,22/03/2022,10221,10164,89.9,"10.01,NFC-E 000047486"
,22/03/2022,10221,10164,251.48,"10.01,NFC-E 000007620"
,23/03/2022,10221,10164,529.0,"10.01,NFC-E 000047499"
,23/03/2022,10221,10164,146.4,"10.01,NFC-E 000007625"
,24/03/2022,10221,10164,217.14,"10.01,NFC-E 000040229"
,23/03/2022,10221,10164,205.28,"10.01,NFC-E 000040215"
,23/03/2022,10221,10164,198.0,"10.01,NFC-E 000047498"
,23/03/2022,10221,10164,89.9,"10.01,NFC-E 000040217"
,23/03/2022,10221,10164,327.45,"10.01,NFC-E 000047501"
,23/03/2022,10221,10164,1430.0,"10.01,NFC-E 000040219"
,23/03/2022,10221,10164,276.81,"10.01,NFC-E 000040223"
,23/03/2022,10221,10164,146.34,"10.01,NFC-E 000040224"
,24/03/2022,10221,10164,399.01,"10.01,NFC-E 000040228"
,24/03/2022,10221,10164,601.55,"10.01,NFC-E 000007637"
,25/03/2022,10221,10164,373.2,"10.01,NFC-E 000040246"
,24/03/2022,10221,10164,252.0,"10.01,NFC-E 000047505"
,24/03/2022,10221,10164,466.0,"10.01,NFC-E 000040233"
,24/03/2022,10221,10164,125.4,"10.01,NFC-E 000047509"
,24/03/2022,10221,10164,799.01,"10.01,NFC-E 000047515"
,25/03/2022,10221,10164,549.01,"10.01,NFC-E 000007655"
,25/03/2022,10221,10164,203.0,"10.01,NFC-E 000047524"
,24/03/2022,10221,10164,582.3,"10.01,NFC-E 000007640"
,24/03/2022,10221,10164,208.71,"10.01,NFC-E 000007643"
,25/03/2022,10221,10164,749.01,"10.01,NFC-E 000007650"
,25/03/2022,10221,10164,585.26,"10.01,NFC-E 000047518"
,25/03/2022,10221,10164,163.6,"10.01,NFC-E 000040241"
,25/03/2022,10221,10164,149.0,"10.01,NFC-E 000007652"
,25/03/2022,10221,10164,749.01,"10.01,NFC-E 000040244"
,25/03/2022,10221,10164,184.89,"10.01,NFC-E 000040245"
,25/03/2022,10221,10164,142.92,"10.01,NFC-E 000047522"
,26/03/2022,10221,10164,208.05,"10.01,NFC-E 000007664"
,27/03/2022,10221,10164,2381.9,"10.01,NFC-E 000040279"
,26/03/2022,10221,10164,596.04,"10.01,NFC-E 000007665"
,26/03/2022,10221,10164,270.0,"10.01,NFC-E 000040249"
,26/03/2022,10221,10164,202.53,"10.01,NFC-E 000040254"
,26/03/2022,10221,10164,779.0,"10.01,NFC-E 000047526"
,26/03/2022,10221,10164,269.23,"10.01,NFC-E 000040258"
,26/03/2022,10221,10164,284.3,"10.01,NFC-E 000040260"
,26/03/2022,10221,10164,276.81,"10.01,NFC-E 000047527"
,26/03/2022,10221,10164,44.4,"10.01,NFC-E 000040264"
,26/03/2022,10221,10164,205.84,"10.01,NFC-E 000047530"
,27/03/2022,10221,10164,499.0,"10.01,NFC-E 000040283"
,27/03/2022,10221,10164,164.34,"10.01,NFC-E 000047550"
,27/03/2022,10221,10164,99.0,"10.01,NFC-E 000040272"
,27/03/2022,10221,10164,131.48,"10.01,NFC-E 000040273"
,27/03/2022,10221,10164,1395.0,"10.01,NFC-E 000047538"
,27/03/2022,10221,10164,740.25,"10.01,NFC-E 000047541"
,27/03/2022,10221,10164,148.68,"10.01,NFC-E 000047544"
,27/03/2022,10221,10164,949.01,"10.01,NFC-E 000047546"
,27/03/2022,10221,10164,622.2,"10.01,NFC-E 000047552"
,28/03/2022,10221,10164,214.35,"10.01,NFC-E 000040291"
,28/03/2022,10221,10164,10.0,"10.01,NFC-E 000040293"
,28/03/2022,10221,10164,699.0,"10.01,NFC-E 000047555"
,28/03/2022,10221,10164,275.73,"10.01,NFC-E 000047560"
,28/03/2022,10221,10164,203.0,"10.01,NFC-E 000047565"
,28/03/2022,10221,10164,289.68,"10.01,NFC-E 000047569"
,28/03/2022,10221,10164,710.22,"10.01,NFC-E 000047567"
,28/03/2022,10221,10164,217.14,"10.01,NFC-E 000047573"
,28/03/2022,10221,10164,222.96,"10.01,NFC-E 000047572"
,28/03/2022,10221,10164,171.6,"10.01,NFC-E 000047576"
,29/03/2022,10221,10164,210.78,"10.01,NFC-E 000040308"
,29/03/2022,10221,10164,211.52,"10.01,NFC-E 000040313"
,29/03/2022,10221,10164,273.0,"10.01,NFC-E 000007675"
,29/03/2022,10221,10164,170.04,"10.01,NFC-E 000040316"
,29/03/2022,10221,10164,799.0,"10.01,NFC-E 000040318"
,29/03/2022,10221,10164,279.01,"10.01,NFC-E 000040322"
,29/03/2022,10221,10164,174.0,"10.01,NFC-E 000047580"
,29/03/2022,10221,10164,588.35,"10.01,NFC-E 000040324"
,29/03/2022,10221,10164,149.0,"10.01,NFC-E 000007678"
,29/03/2022,10221,10164,112.98,"10.01,NFC-E 000007679"
,29/03/2022,10221,10164,159.2,"10.01,NFC-E 000007684"
,29/03/2022,10221,10164,949.01,"10.01,NFC-E 000047588"
,29/03/2022,10221,10164,208.71,"10.01,NFC-E 000047589"
,29/03/2022,10221,10164,135.98,"10.01,NFC-E 000047591"
,30/03/2022,10221,10164,450.0,"10.01,NFC-E 000040330"
,30/03/2022,10221,10164,113.31,"10.01,NFC-E 000040331"
,30/03/2022,10221,10164,205.28,"10.01,NFC-E 000007685"
,30/03/2022,10221,10164,699.01,"10.01,NFC-E 000040337"
,31/03/2022,10221,10164,1049.01,"10.01,NFC-E 000040359"
,31/03/2022,10221,10164,114.9,"10.01,NFC-E 000007706"
,30/03/2022,10221,10164,135.36,"10.01,NFC-E 000047600"
,30/03/2022,10221,10164,1049.0,"10.01,NFC-E 000007695"
,30/03/2022,10221,10164,125.4,"10.01,NFC-E 000047605"
,30/03/2022,10221,10164,161.4,"10.01,NFC-E 000047606"
,31/03/2022,10221,10164,182.34,"10.01,NFC-E 000007708"
,31/03/2022,10221,10164,228.6,"10.01,NFC-E 000040352"
,31/03/2022,10221,10164,660.0,"10.01,NFC-E 000007701"
,31/03/2022,10221,10164,133.29,"10.01,NFC-E 000007704"
,31/03/2022,10221,10164,116.49,"10.01,NFC-E 000007712"
,31/03/2022,10221,10164,155.0,"10.01,NFC-E 000007713"
,01/03/2022,45764,10164,874.24,"10.01,CNF 630093419 / NFC-E 000039732"
,01/03/2022,45764,10164,1597.1,"10.01,CNF 630216875 / NFC-E 000007355 / RC 630278759"
,01/03/2022,45764,10164,311.0,"10.01,CNF 630268555 / RC 630320882 / NFC-E 000039739"
,01/03/2022,45764,10164,745.29,"10.01,CNF 630268619 / NFC-E 000039740 / RC 630324591"
,01/03/2022,45764,10164,2168.0,"10.01,CNF 630384171 / RC 630395345 / NFC-E 000047055 / RC 630395424"
,02/03/2022,45764,10164,604.0,"10.01,CNF 630393128 / RC 630663538 / NFC-E 000047060"
,02/03/2022,45764,10164,248.78,"10.01,CNF 630493197 / RC 630655894 / NFC-E 000047059"
,02/03/2022,45764,10164,672.8,"10.01,CNF 630603848 / NFC-E 000047061 / RC 630737296"
,03/03/2022,45764,10164,896.5,"10.01,CNF 630767597 / NFE 000016962"
,02/03/2022,45764,10164,170.0,"10.01,CNF 630771395 / NFC-E 000047066 / RC 630874548"
,02/03/2022,45764,10164,499.0,"10.01,CNF 630844590 / RC 630898952 / NFC-E 000039761"
,03/03/2022,45764,10164,4012.7,"10.01,CNF 630899624 / NFC-E 000017029 / RC 632478087"
,04/03/2022,45764,10164,711.02,"10.01,CNF 631411533 / RC 631719019 / NFC-E 000007411"
,03/03/2022,45764,10164,1700.24,"10.01,CNF 631412949 / NFC-E 000047088 / RC 631473735"
,04/03/2022,45764,10164,629.66,"10.01,CNF 631472677 / NFC-E 000061755"
,05/03/2022,45764,10164,8081.9,"10.01,CNF 631472711 / NFE 000016985"
,04/03/2022,45764,10164,135.0,"10.01,CNF 631785560 / RC 631953513 / NFC-E 000047100"
,05/03/2022,45764,10164,2580.2,"10.01,CNF 631892989 / NFC-E 000061781 / RC 633028083"
,04/03/2022,45764,10164,222.89,"10.01,CNF 631929646 / NFC-E 000007418 / RC 631989593"
,05/03/2022,45764,10164,439.49,"10.01,CNF 632148341 / RC 632400605 / RC 632400561 / RC 632400583 / NFC-E 000039797"
,05/03/2022,45764,10164,1159.3,"10.01,CNF 632361628 / RC 633050436 / NFC-E 000061779"
,05/03/2022,45764,10164,985.2,"10.01,CNF 632500436 / NFC-E 000061796"
,06/03/2022,45764,10164,998.24,"10.01,CNF 632519080 / NFE 000016990"
,06/03/2022,45764,10164,1251.33,"10.01,CNF 632519174 / NFC-E 000061795"
,06/03/2022,45764,10164,654.36,"10.01,CNF 632565339 / RC 632645444 / NFC-E 000047153"
,06/03/2022,45764,10164,1679.64,"10.01,CNF 632585492 / NFC-E 000016223"
,06/03/2022,45764,10164,136.58,"10.01,CNF 632596827 / NFC-E 000047139 / RC 632605749"
,06/03/2022,45764,10164,170.0,"10.01,CNF 632618782 / RC 632637953 / NFC-E 000039834"
,07/03/2022,45764,10164,1606.66,"10.01,CNF 632653059 / NFC-E 000061804 / RC 633241353"
,07/03/2022,45764,10164,364.7,"10.01,CNF 632667307 / RC 632908325 / NFC-E 000039850"
,07/03/2022,45764,10164,2505.0,"10.01,CNF 632960391 / NFC-E 000061862"
,08/03/2022,45764,10164,1841.28,"10.01,CNF 633217479 / NFC-E 000061867"
,08/03/2022,45764,10164,227.58,"10.01,CNF 633567830 / NFC-E 000047201 / RC 633697508"
,08/03/2022,45764,10164,135.0,"10.01,CNF 633731884 / RC 633748741 / NFC-E 000047213"
,09/03/2022,45764,10164,1771.6,"10.01,CNF 633835458 / RC 634126206 / NFC-E 000039889"
,09/03/2022,45764,10164,1029.56,"10.01,CNF 634047397 / RC 634164484 / NFC-E 000039892"
,10/03/2022,45764,10164,731.6,"10.01,CNF 634160967 / NFC-E 000007477 / RC 634599108"
,09/03/2022,45764,10164,399.0,"10.01,CNF 634240735 / NFE 000029984"
,10/03/2022,45764,10164,1872.0,"10.01,CNF 634294106 / NFC-E 000039921"
,10/03/2022,45764,10164,1952.65,"10.01,CNF 634294214 / NFC-E 000039916 / NFC-E 000028387"
,10/03/2022,45764,10164,1265.15,"10.01,CNF 634310820 / NFC-E 000028388"
,10/03/2022,45764,10164,211.0,"10.01,CNF 634464758 / NFC-E 000007483 / RC 634778012"
,10/03/2022,45764,10164,854.0,"10.01,CNF 634464838 / NFC-E 000007485 / RC 634786112"
,11/03/2022,45764,10164,74.0,"10.01,CNF 634815701 / NFC-E 000047234 / RC 634964887"
,11/03/2022,45764,10164,2288.11,"10.01,CNF 634943561 / NFE 000029987 / NFE 000017035"
,11/03/2022,45764,10164,778.8,"10.01,CNF 634973205 / NFC-E 000039943"
,11/03/2022,45764,10164,134.0,"10.01,CNF 635059279 / RC 635200343 / NFC-E 000039948"
,11/03/2022,45764,10164,3145.98,"10.01,CNF 635173861 / NFC-E 000061936"
,11/03/2022,45764,10164,450.0,"10.01,CNF 635173973 / NFC-E 000007502 / RC 635249167"
,11/03/2022,45764,10164,52.72,"10.01,CNF 635210392 / NFC-E 000047246"
,11/03/2022,45764,10164,211.0,"10.01,CNF 635247765 / RC 635668952 / NFE 000029990"
,11/03/2022,45764,10164,2394.68,"10.01,CNF 635306737 / RC 635313023 / NFC-E 000047258"
,12/03/2022,45764,10164,1108.29,"10.01,CNF 635312638 / NFC-E 000061986"
,12/03/2022,45764,10164,2197.55,"10.01,CNF 635312675 / NFC-E 000020295"
,12/03/2022,45764,10164,773.0,"10.01,CNF 635484141 / RC 635797013 / NFC-E 000047262"
,12/03/2022,45764,10164,652.56,"10.01,CNF 635816368 / RC 635861498 / NFC-E 000007522"
,13/03/2022,45764,10164,611.73,"10.01,CNF 635937585 / NFC-E 000061987"
,14/03/2022,45764,10164,1908.84,"10.01,CNF 635967148 / RC 636286302 / NFC-E 000047318"
,14/03/2022,45764,10164,242.72,"10.01,CNF 636417938 / RC 636472684 / NFC-E 000040008"
,14/03/2022,45764,10164,242.72,"10.01,CNF 636482576 / NFC-E 000040019 / RC 636489238"
,15/03/2022,45764,10164,611.5,"10.01,CNF 636501900 / RC 636909635 / NFC-E 000047337"
,15/03/2022,45764,10164,119.0,"10.01,CNF 636688049 / RC 636788842 / NFC-E 000047330"
,15/03/2022,45764,10164,963.1,"10.01,CNF 636688106 / NFC-E 000062024 / RC 636836824"
,16/03/2022,45764,10164,5943.64,"10.01,CNF 636831993 / RC 638076653 / NFC-E 000062108"
,16/03/2022,45764,10164,4785.34,"10.01,CNF 636988081 / NFE 000017167"
